Company Name,Website,Company Linkedin Url,Annual Revenue,Industry,Segmented Industry ,Product/ Service/ Offering,Company Country,Remarks,Category_Gemini,Category_Claude
Ryan,http://www.ryan.com,http://www.linkedin.com/company/ryan,715000000,financial services,,,United States,,,
Ryan Herco Flow Solutions,http://www.rhfs.com,http://www.linkedin.com/company/ryan-herco-flow-solutions,180000000,wholesale,,,United States,,,
Ryan Homes,http://www.ryanhomes.com,http://www.linkedin.com/company/ryan-homes,180000000,construction,,,United States,,,
Ryan Transportation,http://www.ryantrans.com,http://www.linkedin.com/company/ryan-transportation-service-inc-,284100000,logistics & supply chain,,,United States,,,
Ryans Steak House,http://www.thetangycrablansing.com,http://www.linkedin.com/company/ryans-steak-house,153600000,hospital & health care,,,United States,,,
Rycon Construction,http://www.ryconinc.com,http://www.linkedin.com/company/rycon-construction-inc-,1150000000,,,,United States,,,
Rydell,http://www.rydellcars.com,http://www.linkedin.com/company/rydell-auto-group---rydellcars-com,,automotive,,,United States,,,
Ryder Fleet Products,http://www.ryderfleetproducts.com,http://www.linkedin.com/company/ryder-fleet-products,120000000,transportation/trucking/railroad,,,United States,,,
Rye City School District,http://www.ryeschools.org,http://www.linkedin.com/company/rye-city-school-district,186121000,primary/secondary education,,,United States,,,
Rytary,http://www.rytary.com,,134773000,,,,United States,,,
"Rytec, a Nucor company",http://www.rytecdoors.com,http://www.linkedin.com/company/rytec-doors,130000000,mechanical or industrial engineering,,,United States,,,
RYZE Claim Solutions,http://www.ryzeclaims.com,http://www.linkedin.com/company/ryze-claim-solutions,650000000,insurance,,,United States,,,
S & S Coffee Svc & Soft Drink,http://www.westrockcoffee.com,http://www.linkedin.com/company/s&d-coffee,944492000,food & beverages,,,United States,,,
S R Imports,http://www.srimportsinc.com,http://www.linkedin.com/company/s-r-imports,500000000,luxury goods & jewelry,,,United States,,,
S&B,http://www.sbec.com,http://www.linkedin.com/company/s&b-engineers-and-constructors,1000000000,oil & energy,,,United States,,,
S&C Electric Company,http://www.sandc.com,http://www.linkedin.com/company/s&c-electric-company,928200000,electrical/electronic manufacturing,,,United States,,,
S&C Electric Company,http://www.uplers.com,http://www.linkedin.com/company/weareuplers,219100000,information technology & services,,,United States,,,
S&H Systems,http://www.shsystems.com,http://www.linkedin.com/company/s&h-systems,200000000,logistics & supply chain,,,United States,,,
"S&K Aerospace, LLC",http://www.skaerospace.com,http://www.linkedin.com/company/s&k-aerospace-llc,521489000,aviation & aerospace,,,United States,,,
S&ME,http://www.smeinc.com,http://www.linkedin.com/company/s&me-inc-,350000000,civil engineering,,,United States,,,
S&S Worldwide,http://www.ssww.com,http://www.linkedin.com/company/s&s-worldwide,211000000,primary/secondary education,,,United States,,,
S&T Bancorp Inc,http://www.stbancorp.com,http://www.linkedin.com/company/s&t-bancorp-inc,559648000,banking,,,United States,,,
S&T Bank,http://www.stbank.com,http://www.linkedin.com/company/s-t-bank,386870000,financial services,,,United States,,,
S. Abraham & Sons,http://www.sasinc.com,http://www.linkedin.com/company/s.-abraham-&-sons,107200000,wholesale,,,United States,,,
S. G. Torrice,http://www.sgtorrice.com,http://www.linkedin.com/company/s-g-torrice-company,150000000,wholesale,,,United States,,,
S. M. Wilson & Co.,http://www.smwilson.com,http://www.linkedin.com/company/smwilson,230000000,construction,,,United States,,,
S. T. Good Insurance of Florida Inc.,,http://www.linkedin.com/company/st-good-insurance,520000000,insurance,,,United States,,,
S.C. Department of Public Health,,http://www.linkedin.com/company/sc-dph,530226000,government administration,,,United States,,,
"S.J. Louis Construction, Inc.",http://www.sjlouis.com,http://www.linkedin.com/company/s-j-louis-construction-inc-,199011000,construction,,,United States,,,
S.M. Lawrence,http://www.smlawrence.com,http://www.linkedin.com/company/sm-lawrence-co-nashville,1300000000,,,,United States,,,
S.T. Wooten Corporation,http://www.stwcorp.com,http://www.linkedin.com/company/s.t.-wooten-corporation,500000000,construction,,,United States,,,
S2W Media,http://www.s2wmedia.com,http://www.linkedin.com/company/s2wmedia,272000000,marketing & advertising,,,United States,,,
"S3 Shared Service Solutions, LLC",http://www.s3cuso.com,http://www.linkedin.com/company/s3--shared-service-solutions-llc,226000000,banking,,,United States,,,
SA Automotive,http://www.saautomotive.com,http://www.linkedin.com/company/sa-automotive,125000000,automotive,,,United States,,,
SA Recycling (Commercial),,http://www.linkedin.com/company/sa-recycling-commercial,1450000000,,,,United States,,,
sa.global,http://www.saglobal.com,http://www.linkedin.com/company/saglobal,101000000,information technology & services,,,United States,,,
Saalex Corporation,,http://www.linkedin.com/company/saalex-corp,175000000,defense & space,,,United States,,,
Saalex Solutions - A Saalex Company,http://www.saalex.com,http://www.linkedin.com/company/saalex-solutions,175000000,defense & space,,,United States,,,
Saatva,http://www.saatva.com,http://www.linkedin.com/company/saatva,400000000,retail,,,United States,,,
Saba Software,http://www.saba.com,http://www.linkedin.com/company/saba,297018000,information technology & services,,,United States,,,
Sabel Steel Service,http://www.sabelsteel.com,http://www.linkedin.com/company/sabel-steel-service,200000000,building materials,,,United States,,,
Saber Interactive,http://www.saber.games,http://www.linkedin.com/company/saberinteractive,105000000,computer games,,,United States,,,
Sabert Corporation,http://www.sabert.com,http://www.linkedin.com/company/sabert-corporation,804500000,packaging & containers,,,United States,,,
Sabine Oil & Gas,http://www.sabineoil.com,http://www.linkedin.com/company/sabine-oil-and-gas,287300000,oil & energy,,,United States,,,
Sabra Dipping Company,http://www.sabra.com,http://www.linkedin.com/company/sabra-dipping-company-llc,800000000,food & beverages,,,United States,,,
"Sabra Health Care REIT, Inc.",http://www.sabrahealth.com,http://www.linkedin.com/company/sabra-health-care-reit-inc.,722421000,real estate,,,United States,,,
Sabre Airline Solutions,http://www.sabreairlinesolutions.com,http://www.linkedin.com/company/sabre-airline-solutions,500000000,airlines/aviation,,,United States,,,
Sachem Central School District,http://www.sachem.edu,http://www.linkedin.com/company/sachem-central-school-district,342949000,government administration,,,United States,,,
Sachi Hawaii,http://www.sachihawaii.com,http://www.linkedin.com/company/sachi-hawaii,100000000,real estate,,,United States,,,
Sachse Construction,http://www.sachseconstruction.com,http://www.linkedin.com/company/sachse-construction,126500000,construction,,,United States,,,
SACO AEI Polymers,http://www.sacoaei.com,http://www.linkedin.com/company/sacoaei,320000000,plastics,,,United States,,,
Sacramento City Unified School District,http://www.scusd.edu,http://www.linkedin.com/company/sacramento-city-unified-school-district,773000000,government administration,,,United States,,,
Sacramento County District Attorney’s Office,http://www.sacda.org,http://www.linkedin.com/company/sacdarecruiting,125900000,government administration,,,United States,,,
Sacramento County Superior Court,http://www.saccourt.com,http://www.linkedin.com/company/sacramento-county-superior-court,123800000,government administration,,,United States,,,
Sacramento Housing and Redevelopment Agency,http://www.shra.org,http://www.linkedin.com/company/sacramento-housing-and-redevelopment-agency,325700000,government administration,,,United States,,,
Sacramento Kings,http://www.kings.com,http://www.linkedin.com/company/sacramento-kings,320000000,sports,,,United States,,,
Sacramento Region Non-Profit,http://www.sacramentochildrenschorus.org,http://www.linkedin.com/company/sacramento-region-non-profit,172500000,music,,,United States,,,
Sacramento Regional Transit District (SacRT),,http://www.linkedin.com/company/sacrt,194800000,transportation/trucking/railroad,,,United States,,,
Sacred Heart Community Service,http://www.sacredheartcs.org,http://www.linkedin.com/company/sacred-heart-community-service,250000000,nonprofit organization management,,,United States,,,
Sacred Heart Greenwich,http://www.shgreenwich.org,http://www.linkedin.com/school/sacredheartgreenwich,137000000,government administration,,,United States,,,
Sacred Heart Hospital affiliated with Sacred Heart HealthCare System,,http://www.linkedin.com/company/sacred-heart-hospital,100000000,hospital & health care,,,United States,,,
Sacred Heart Parish Online Giving Sacred Heart School,http://www.sacredheartreading.com,http://www.linkedin.com/company/sacred-heart-parish-online-giving-sacred-heart-school,145077000,,,,United States,,,
Sacred Heart University,http://www.sacredheart.edu,http://www.linkedin.com/school/sacred-heart-university,421283000,higher education,,,United States,,,
Saddle Creek Logistics Services,http://www.sclogistics.com,http://www.linkedin.com/company/saddle-creek-logistics-services,1600000000,,,,United States,,,
Saddleback Valley Unified School District,http://www.svusd.org,http://www.linkedin.com/company/svusd,283000000,primary/secondary education,,,United States,,,
Sadler's Smokehouse,http://www.sadlerssmokehouse.com,http://www.linkedin.com/company/sadler's-smokehouse-ltd,140000000,food production,,,United States,,,
Sadot Group Inc.,http://www.sadotgroupinc.com,http://www.linkedin.com/company/sadot-group-inc,700937000,international trade & development,,,United States,,,
SAE Towers,http://www.saetowers.com,http://www.linkedin.com/company/sae-towers,126000000,utilities,,,United States,,,
SAExploration,http://www.saexploration.com,http://www.linkedin.com/company/saexploration,145000000,oil & energy,,,United States,,,
"Saez Consulting Engineers, Inc., a TKDA Company",http://www.tkda.com,http://www.linkedin.com/company/saez-consulting-engineers-inc,250000000,,,,United States,,,
Safariland,http://www.safariland.com,http://www.linkedin.com/company/safariland,500000000,mechanical or industrial engineering,,,United States,,,
Safavieh,http://www.safavieh.com,http://www.linkedin.com/company/safavieh-home,200000000,wholesale,,,United States,,,
SAFE Credit Union,http://www.safecu.org,http://www.linkedin.com/company/safe-credit-union,274000000,financial services,,,United States,,,
Safe Fleet for Law Enforcement,,http://www.linkedin.com/company/safe-fleet-law-enforcement,530000000,law enforcement,,,United States,,,
Safe Foods a Division of Fortrex,,http://www.linkedin.com/company/safe-foods-corporation,467000000,research,,,United States,,,
Safe Harbor Marinas,http://www.shmarinas.com,http://www.linkedin.com/company/safe-harbor-marinas,2110000000,real estate,,,United States,,,
Safe Harbor Rybovich,,http://www.linkedin.com/company/safeharbor-rybovich,357200000,maritime,,,United States,,,
"Safe Haven Security Services, LLC.",http://www.mysafehaven.com,http://www.linkedin.com/company/safehavensecure,332500000,security & investigations,,,United States,,,
Safe Reflections Inc.,http://www.safereflections.com,http://www.linkedin.com/company/safereflections,120000000,mechanical or industrial engineering,,,United States,,,
Safe Schools for Alex,,http://www.linkedin.com/company/safe-schools-for-alex,100000000,nonprofit organization management,,,United States,,,
Safe Step Walk-In Tub,http://www.safesteptub.com,http://www.linkedin.com/company/safe-step-walk-in-tub,118600000,mechanical or industrial engineering,,,United States,,,
SafeAuto,http://www.safeauto.com,http://www.linkedin.com/company/safeauto,493800000,insurance,,,United States,,,
SAFEbuilt,http://www.safebuilt.com,http://www.linkedin.com/company/safebuilt,152500000,government administration,,,United States,,,
Safeguard Global,http://www.safeguardglobal.com,http://www.linkedin.com/company/safeguard-globl,137800000,human resources,,,United States,,,
Safeguard Global Recruiting,,http://www.linkedin.com/company/safeguardglobalrecruiting,148000000,staffing & recruiting,,,United States,,,
Safe-Guard Products International,http://www.safe-guardproducts.com,http://www.linkedin.com/company/safe-guard-products,250000000,financial services,,,United States,,,
Safeguard Properties,http://www.safeguardproperties.com,http://www.linkedin.com/company/safeguard-properties,1300000000,,,,United States,,,
Safehold Inc.,http://www.safeholdinc.com,http://www.linkedin.com/company/safehold-inc,374096000,real estate,,,United States,,,
Safehold Special Risk,http://www.safehold.com,http://www.linkedin.com/company/safehold-special-risk-inc.,361620000,insurance,,,United States,,,
Safety Insurance,http://www.safetyinsurance.com,http://www.linkedin.com/company/safety-insurance,1149402000,,,,United States,,,
Safety National,http://www.safetynational.com,http://www.linkedin.com/company/safety-national,1000000000,insurance,,,United States,,,
Safeway Insurance Company,http://www.safewayinsurance.com,http://www.linkedin.com/company/safeway-insurance-company,420000000,insurance,,,United States,,,
SAF-HOLLAND Inc.,http://www.safholland.com,http://www.linkedin.com/company/safholland,1955264000,,,,United States,,,
